start	end	strand	name	symbol	locus_tag
1235725	1236081	+	sporulation protein YjcA	yjcA	BSUA_RS06500
1236363	1236569	+	hypothetical protein		BSUA_RS06510
1236651	1236800	+	sporulation protein YjcZ	yjcZ	BSUA_RS06515
1236933	1237187	+	sporulation-specific transcription regulator SopVIF	spoVIF	BSUA_RS06520
1237261	1239540	-	ATP-dependent helicase	yjcD	BSUA_RS06525
1239657	1239911	+			BSUA_RS06530
1239984	1240406	-	GNAT family N-acetyltransferase	yjcF	BSUA_RS06535
1240410	1240925	-	YjcG family protein	yjcG	BSUA_RS06540
1240962	1241684	-	esterase family protein	yjcH	BSUA_RS06545
1242040	1243161	+	cystathionine gamma-synthase/O-acetylhomoserine thiolyase	metI	BSUA_RS06550
1243154	1244326	+	cystathionine beta-lyase	metC	BSUA_RS06555
1244359	1244904	-	GNAT family N-acetyltransferase	yjcK	BSUA_RS06560
1244974	1246164	-	DUF819 domain-containing protein	yjcL	BSUA_RS06565
1247021	1247179	+	hypothetical protein		BSUA_RS23050
1247250	1248479	-	amidase domain-containing protein	yjcM	BSUA_RS06580
1248605	1248925	+	hypothetical protein		BSUA_RS06585
1249078	1249209	+	hypothetical protein		BSUA_RS06590
1249225	1249398	+	hypothetical protein		BSUA_RS06595
1249435	1249896	+	sigma-70 family RNA polymerase sigma factor	yjcO	BSUA_RS06600
1250162	1250665	+	hypothetical protein		BSUA_RS06605
1250677	1250961	+	YjcQ family protein	yjcQ	BSUA_RS06610
1251122	1251649	+	hypothetical protein		BSUA_RS06615
1251823	1252140	+	antibiotic biosynthesis monooxygenase	yjcS	BSUA_RS06620
1252377	1253132	+	SDR family oxidoreductase	yjdA	BSUA_RS06625
1253281	1253628	-	Ig-like domain-containing protein	yjdB	BSUA_RS06630
1254179	1256125	+	mannose transport/utilization transcriptional regulator ManR	manR	BSUA_RS06635
1256273	1258225	+	PTS mannose transporter subunit IIABC	manP	BSUA_RS06640
1258240	1259187	+	"mannose-6-phosphate isomerase, class I"	manA	BSUA_RS06645
1259357	1259839	+	YjdF family protein	yjdF	BSUA_RS06650
1259885	1260391	-	GNAT family N-acetyltransferase	yjdG	BSUA_RS06655
1260610	1261005	-	hypothetical protein		BSUA_RS06660
1261234	1261713	+	Cys-tRNA(Pro) deacylase	ybaK	BSUA_RS06665
1261753	1261947	-	DUF4177 domain-containing protein	yjzH	BSUA_RS06670
1262113	1262442	-	YjdJ family protein	yjdJ	BSUA_RS06675
1263062	1264051	-	heme o synthase	cyoE	BSUA_RS06680
1264174	1264422	-	spore coat protein CotT	cotT	BSUA_RS06685
1264676	1266079	+	peptidoglycan-N-acetylmuramic acid deacetylase PdaC	pdaC	BSUA_RS06690
1266119	1266592	-	YjfA family protein	yjfA	BSUA_RS06695
1266717	1266884	-	YjfB family protein	yjfB	BSUA_RS06700
1267011	1267910	+	DUF2268 domain-containing protein	yjfC	BSUA_RS06710
1267919	1268317	-	DUF2809 domain-containing protein	yjgA	BSUA_RS06715
1268418	1268993	-	YjgB family protein	yjgB	BSUA_RS06720
1269139	1272096	+	formate dehydrogenase subunit alpha	fdhF	BSUA_RS06725
1272089	1272649	+	DUF1641 domain-containing protein	yjgD	BSUA_RS06730
1272846	1273487	+	DUF4352 domain-containing protein	yjhA	BSUA_RS06735
1273566	1274192	+	NUDIX hydrolase	yjhB	BSUA_RS06740
1274223	1274501	-	hypothetical protein		BSUA_RS06745
1274892	1276082	+	monooxygenase YjiB	yjiB	BSUA_RS06750
1276105	1277283	+	UDP-glucosyltransferase	ppuG	BSUA_RS06755
1277324	1277512	-	hypothetical protein		BSUA_RS06760
1277686	1278498	+	uroporphyrinogen-III synthase	yjjA	BSUA_RS06765
1278544	1279296	-	iron export ABC transporter permease subunit FetB	fetB	BSUA_RS06770
1279296	1280048	-	phosphate ABC transporter ATP-binding protein	yjkB	BSUA_RS06775
1280168	1281142	-	multidrug resistance efflux transporter family protein	yjlA	BSUA_RS06780
1281274	1281771	+	hypothetical protein		BSUA_RS06785
1282160	1282582	+	DUF1641 domain-containing protein	yjlC	BSUA_RS06790
1282622	1283800	+	NAD(P)/FAD-dependent oxidoreductase	ndh	BSUA_RS06795
1283998	1285419	+	glucuronate isomerase	uxaC	BSUA_RS06800
1285487	1286866	+	MFS transporter	exuM	BSUA_RS06805
1286971	1287984	+	ureidoglycolate dehydrogenase	allD	BSUA_RS06810
1287990	1289009	+	zinc-binding alcohol dehydrogenase family protein	yjmD	BSUA_RS06815
1289034	1290113	+	mannonate dehydratase	uxuA	BSUA_RS06820
1290110	1290946	+	SDR family oxidoreductase	uxuB	BSUA_RS06825
1290994	1292262	+	MFS transporter	exuT	BSUA_RS06830
1292350	1293351	+	LacI family transcriptional regulator	exuR	BSUA_RS06835
1293428	1294870	+	tagaturonate reductase	uxaB	BSUA_RS06840
1294867	1296360	+	altronate dehydratase family protein	uxaA	BSUA_RS06845
1296399	1297163	-	sulfite exporter TauE/SafE family protein	yjnA	BSUA_RS06850
1297388	1297852	-	DinB family protein	yjoA	BSUA_RS06855
1298001	1299272	+	ATPase YjoB	yjoB	BSUA_RS06860
1299417	1300553	+	response regulator aspartate phosphatase RapA	rapA	BSUA_RS06865
1300543	1300677	+	phosphatase RapA inhibitor PhrA	phrA	BSUA_RS06870
1300708	1300965	-	YciI family protein	yjpA	BSUA_RS06875
1301086	1302039	+	N-acetylmuramoyl-L-alanine amidase	xlyB	BSUA_RS06880
1302079	1302456	-	PH domain-containing protein	yjqA	BSUA_RS06885
1302562	1303164	+	poly-gamma-glutamate hydrolase family protein	pghB	BSUA_RS06890
1303241	1304077	+	manganese catalase family protein	xpdC	BSUA_RS06895
1304121	1304717	-	ImmA/IrrE family metallo-endopeptidase	xkdA	BSUA_RS06900
1304880	1305221	-	helix-turn-helix domain-containing protein	xre	BSUA_RS06905
1305399	1305578	+	hypothetical protein		BSUA_RS06910
1305565	1306401	+	phage-like element PBSX protein XkdB	xkdB	BSUA_RS06915
1306301	1307101	+	ATP-binding protein	xkdC	BSUA_RS06920
1307101	1307268	+	hypothetical protein		BSUA_RS06925
1307353	1307703	+	phage-like element PBSX protein XkdD	xkdD	BSUA_RS06935
1307700	1307906	+	phage-like element PBSX protein XtrA	xtrA	BSUA_RS06940
1308022	1308531	+	sigma-70 family RNA polymerase sigma factor	xpf	BSUA_RS06945
1308647	1309444	+	phage terminase small subunit	xtmA	BSUA_RS06950
1309441	1310742	+	PBSX family phage terminase large subunit	xtmB	BSUA_RS06955
1310746	1312233	+	phage portal protein	xkdE	BSUA_RS06960
1312253	1313080	+	phage-like element PBSX protein XkdF	xkdF	BSUA_RS06965
1313106	1314041	+	phage-like element PBSX protein XkdG	xkdG	BSUA_RS06970
1314063	1314446	+	DUF3199 family protein	ykzL	BSUA_RS06975
1314443	1314799	+	YqbH/XkdH family protein	xkdH	BSUA_RS06980
1314796	1315281	+	HK97 gp10 family phage protein	xkdI	BSUA_RS06985
1315294	1315734	+	phage-like element PBSX protein XkdJ	xkdJ	BSUA_RS06990
1315738	1315956	+	hypothetical protein		BSUA_RS06995
1315953	1317353	+	phage-like element PBSX protein XkdK	xkdK	BSUA_RS07000
1317355	1317798	+	phage tail tube protein	xkdM	BSUA_RS07005
1317890	1318336	+	phage-like element PBSX protein XkdN	xkdN	BSUA_RS07010
1318366	1318515	+	hypothetical protein		BSUA_RS07015
1318517	1322515	+	transglycosylase SLT domain-containing protein	xkdO	BSUA_RS07020
1322508	1323167	+	LysM peptidoglycan-binding domain-containing protein	xkdP	BSUA_RS07025
1323183	1324160	+	phage-like element PBSX protein XkdQ	xkdQ	BSUA_RS07030
1324160	1324426	+	DUF2577 family protein	xkdR	BSUA_RS07035
1324483	1324908	+	DUF2634 domain-containing protein	xkdS	BSUA_RS07040
1324901	1325947	+	baseplate J/gp47 family protein	xkdT	BSUA_RS07045
1325931	1326509	+	YmfQ family protein	xkdU	BSUA_RS07050
1326506	1326778	+	hypothetical protein		BSUA_RS07055
1326781	1328844	+	phage-like element PBSX protein XkdV	xkdV	BSUA_RS07060
1328856	1329185	+	phage-like element PBSX protein XkdW	xkdW	BSUA_RS07065
1329182	1329346	+	XkdX family protein	xkdX	BSUA_RS07070
1329390	1330229	+	phage-like element PBSX protein XepA	xepA	BSUA_RS07075
1330282	1330551	+	hemolysin XhlA family protein	xhlA	BSUA_RS07080
1330564	1330827	+	phage holin	xhlB	BSUA_RS07085
1330840	1331733	+	N-acetylmuramoyl-L-alanine amidase	xlyA	BSUA_RS07090
1331770	1331907	-		spoIISC	BSUA_RS22725
1331993	1332163	-	three component toxin-antitoxin-antitoxin system antitoxin SpoIISB	spoIISB	BSUA_RS07095
1332163	1332909	-	toxin-antitoxin-antitoxin system toxin SpoIISA	spoIISA	BSUA_RS07100
1333019	1334020	-	inorganic phosphate transporter	pitB	BSUA_RS07105
1334033	1334650	-	DUF47 domain-containing protein	ykaA	BSUA_RS07110
1334926	1336242	-	serine/threonine exchanger	steT	BSUA_RS07115
1336631	1337581	+	ring-cleaving dioxygenase	mhqA	BSUA_RS07120
1337682	1337828	+	hypothetical protein		BSUA_RS22730
1337836	1339986	+	glycosyltransferase family 39 protein	ykcB	BSUA_RS07125
1339998	1340969	+	glycosyltransferase family 2 protein	ykcC	BSUA_RS07130
1341153	1341329	-	hypothetical protein		BSUA_RS23055
1341487	1342836	-	serine protease HtrA	htrA	BSUA_RS07140
1343005	1343823	+	pyrroline-5-carboxylate reductase	proCC	BSUA_RS07145
1343952	1344776	+	D-aminopeptidase DppA	dppA	BSUA_RS07150
1344793	1345719	+	dipeptide ABC transporter permease DppB	dppB	BSUA_RS07155
1345725	1346687	+	dipeptide ABC transporter permease DppC	dppC	BSUA_RS07160
1346692	1347699	+	dipeptide ABC transporter ATP-binding subunit DppD	dppD	BSUA_RS07165
1347702	1349351	+	dipeptide ABC transporter substrate-binding protein DppE	dppE	BSUA_RS07170
1349439	1350398	+	LD-carboxypeptidase	ldcA	BSUA_RS07175
1350395	1351495	+	L-Ala-D/L-Glu epimerase	ykfB	BSUA_RS07180
1351492	1352382	+	gamma-D-glutamyl-L-lysine dipeptidyl-peptidase	eepC	BSUA_RS07185
1352395	1353384	+	ATP-binding cassette domain-containing protein	ykfD	BSUA_RS07190
1353427	1354476	-	6-phosphogluconolactonase	pgl	BSUA_RS07195
1354566	1355426	-	dimethylarginine dimethylaminohydrolase family protein	ddaH	BSUA_RS07200
1355586	1356104	+	acyl-CoA thioesterase	ykhA	BSUA_RS07205
1356343	1357542	+	NO-inducible flavohemoprotein	hmpA	BSUA_RS07210
1357619	1357843	-	hypothetical protein		BSUA_RS07215
1357988	1358719	+	DUF421 domain-containing protein	ykjA	BSUA_RS07220
1358811	1359338	+	DinB family protein	ykkA	BSUA_RS07225
1359328	1359846	+	GNAT family N-acetyltransferase	ykkB	BSUA_RS07230
1360068	1360406	+	multidrug efflux SMR transporter subunit YkkC	ykkC	BSUA_RS07235
1360406	1360723	+	multidrug efflux SMR transporter subunit YkkD	ykkD	BSUA_RS07240
1360794	1361696	+	formyltetrahydrofolate deformylase	purU	BSUA_RS07245
1362047	1363144	+	glutamate 5-kinase	proB	BSUA_RS07250
1363156	1364403	+	glutamate-5-semialdehyde dehydrogenase	proA	BSUA_RS07255
1364529	1364954	+	organic hydroperoxide resistance protein	ohrA	BSUA_RS07260
1364985	1365428	-	organic hydroperoxide resistance transcriptional regulator OhrR	ohrR	BSUA_RS07265
1365571	1365981	+	organic hydroperoxide resistance protein	ohrB	BSUA_RS07270
1366008	1366178	+	hypothetical protein		BSUA_RS07275
1366228	1366698	-	guanine deaminase	guaD	BSUA_RS07280
1366871	1369159	-	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	metE	BSUA_RS07285
1369575	1370534	-	serine protease Isp	isp	BSUA_RS07290
1370757	1371590	+	RsbT co-antagonist RsbRB	rsbRB	BSUA_RS07295
1371621	1372385	-	HMP/thiamine ABC transporter permease ThiX	thiX	BSUA_RS07300
1372360	1374003	-	energy-coupling factor ABC transporter ATP-binding protein	thiW	BSUA_RS07305
1373990	1374589	-	ECF transporter S component	thiV	BSUA_RS07310
1374591	1375193	-	HMP/thiamine ABC transporter substrate-binding protein ThiU	thiU	BSUA_RS07315
1375504	1376190	+	two-component system response regulator YkoG	ykoG	BSUA_RS07320
1376194	1377558	+	two-component system sensor histidine kinase YkoH	ykoH	BSUA_RS07325
1377555	1378235	+	PepSY domain-containing protein	ykoI	BSUA_RS07330
1378327	1378839	+	PepSY domain-containing protein	ykoJ	BSUA_RS07335
1378922	1379059	+	hypothetical protein		BSUA_RS07340
1379564	1380919	+	magnesium transporter	mgtE	BSUA_RS07355
1380962	1381294	-	MerR family transcriptional regulator TnrA	tnrA	BSUA_RS07360
1381489	1381644	+	hypothetical protein		BSUA_RS07365
1381732	1381914	+	stress response protein YkoL	ykoL	BSUA_RS07370
1382047	1382511	+	MarR family transcriptional regulator	ykoM	BSUA_RS07375
1382526	1383647	-	glycosyl transferase	ykoN	BSUA_RS07380
1383739	1384290	+	hypothetical protein		BSUA_RS07385
1384318	1385130	-	metallophosphoesterase	ykoQ	BSUA_RS07390
1385323	1387017	+	membrane protein		BSUA_RS07395
1387030	1388043	+	glycosyltransferase family 2 protein	ykoT	BSUA_RS07400
1388069	1389904	-	DNA ligase D	ligD	BSUA_RS07405
1389908	1390843	-	Ku protein	ligV	BSUA_RS07410
1390880	1393282	-	bifunctional diguanylate cyclase/phosphodiesterase	dgcW	BSUA_RS07415
1393463	1394128	+	DedA family protein	ykoX	BSUA_RS07420
1394205	1395179	+	TerC family protein	ykoY	BSUA_RS07425
1395443	1396198	+	RNA polymerase sigma factor SigI	sigI	BSUA_RS07430
1396195	1397340	+	anti-sigma-I factor RsgI	rsgI	BSUA_RS07435
1397351	1397545	-	acid-soluble spore protein SspD	sspD	BSUA_RS07440
1397676	1398377	-	transcriptional regulator HtpK	htpK	BSUA_RS07445
1398548	1399444	+	protease HtpX	htpX	BSUA_RS07450
1399618	1400967	+	Ktr system potassium transporter KtrD	ktrD	BSUA_RS07455
1401112	1401267	+	hypothetical protein		BSUA_RS07460
1401270	1401446	+	hypothetical protein		BSUA_RS07465
1401489	1402511	-	acyltransferase family protein	ykrP	BSUA_RS07470
1402764	1404980	+	sporulation two-component system sensor histidine kinase KinE	kinE	BSUA_RS07475
1404977	1405474	+	methylated-DNA--protein-cysteine methyltransferase	ogt	BSUA_RS07480
1405564	1405689	+	hypothetical protein		BSUA_RS22735
1405723	1406784	-	S-methyl-5-thioribose-1-phosphate isomerase	mtnA	BSUA_RS07490
1406792	1407985	-	S-methyl-5-thioribose kinase	mtnK	BSUA_RS07495
1408318	1409097	-	carbon-nitrogen family hydrolase	mtnU	BSUA_RS07500
1409192	1410388	+	methionine-glutamine aminotransferase	mtnE	BSUA_RS07505
1410612	1411829	+	"2,3-diketo-5-methylthiopentyl-1-phosphate enolase"	mtnW	BSUA_RS07510
1411826	1412533	+	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase	mtnX	BSUA_RS07515
1412491	1413120	+	methylthioribulose 1-phosphate dehydratase	mtnB	BSUA_RS07520
1413135	1413671	+	acireductone dioxygenase	mtnD	BSUA_RS07525
1413712	1414032	-	DUF1232 domain-containing protein	ykvA	BSUA_RS07530
1414235	1414492	+	aspartyl-phosphate phosphatase Spo0E	spo0E	BSUA_RS07535
1414578	1415009	+	hypothetical protein		BSUA_RS07540
1415037	1416557	-	sporulation kinase KinD	kinD	BSUA_RS07545
1416750	1417187	+	MarR family transcriptional regulator MhqR	mhqR	BSUA_RS07550
1417227	1418012	-	flagellar motor protein MotB	motB	BSUA_RS07555
1417984	1418796	-	flagellar motor stator protein MotA	motA	BSUA_RS07560
1419179	1421278	-	ATP-dependent protease ATP-binding subunit ClpE	clpE	BSUA_RS07565
1421643	1422686	+	hypothetical protein		BSUA_RS07570
1422999	1423658	+	7-cyano-7-deazaguanine synthase QueC	queC	BSUA_RS07575
1424093	1424824	+	7-carboxy-7-deazaguanine synthase QueE	queE	BSUA_RS07585
1424842	1425339	+	preQ(1) synthase	queF	BSUA_RS07590
1425898	1426254	-	winged helix-turn-helix transcriptional regulator	ykvN	BSUA_RS07595
1426423	1427169	+	glucose 1-dehydrogenase	ykvO	BSUA_RS07600
1427650	1428849	+	spore protein YkvP	ykvP	BSUA_RS07605
1428865	1429092	+	LysM peptidoglycan-binding domain-containing protein	ykzQ	BSUA_RS07610
1429189	1430119	+	glycosylase		BSUA_RS07615
1430802	1431092	+	YkvR family protein	ykvR	BSUA_RS07625
1431213	1431398	-	YkvS family protein	ykvS	BSUA_RS07630
1431564	1431758	+	hypothetical protein		BSUA_RS07635
1432057	1432683	+	cell wall hydrolase	ykvT	BSUA_RS07645
1432801	1434138	+	sporulation protein YkvU	ykvU	BSUA_RS07650
1434189	1434686	+	sporulation thiol-disulfide oxidoreductase StoA	stoA	BSUA_RS07655
1434922	1436835	+	metal-transporting ATPase PfeT	pfeT	BSUA_RS07660
1436873	1437076	-	hypothetical protein		BSUA_RS07665
1437242	1438333	+	di/tri-peptidase	papB	BSUA_RS07670
1438615	1439580	+	LacI family DNA-binding transcriptional regulator	ykvZ	BSUA_RS07680
1439643	1440509	+	ptsGHI operon transcription antiterminator GlcT	glcT	BSUA_RS07685
1440738	1442837	+	PTS glucose transporter subunit IIABC	ptsG	BSUA_RS07690
1442935	1443201	+	phosphocarrier protein HPr	ptsH	BSUA_RS07695
1443201	1444913	+	phosphoenolpyruvate--protein phosphotransferase	ptsP	BSUA_RS07700
1445004	1445243	+	splAB operon transcriptional regulator SplA	splA	BSUA_RS07705
1445321	1446349	+	spore photoproduct lyase	splB	BSUA_RS07710
1446364	1447044	-	GNAT family N-acetyltransferase	ykwB	BSUA_RS07715
1447179	1449146	+	methyl-accepting chemotaxis protein McpC	mcpC	BSUA_RS07720
1449284	1450150	+	NAD(P)-dependent oxidoreductase	ohaC	BSUA_RS07725
1450189	1450962	-	hypothetical protein		BSUA_RS07730
1451299	1453413	+	penicillin-binding protein 2	pbpH	BSUA_RS07735
1453577	1455397	+	sporulation kinase KinA	kinA	BSUA_RS07740
1455408	1456589	-	aminotransferase A	dapX	BSUA_RS07745
1456791	1456952	-	hypothetical protein		BSUA_RS07750
1457156	1458067	+	chemotaxis protein CheV	cheV	BSUA_RS07755
1458111	1458575	-	hypothetical protein		BSUA_RS07760
1458701	1459993	-	MFS transporter	ykuC	BSUA_RS07765
1460069	1460563	-	"L,D-transpeptidase family protein"	ltdD	BSUA_RS07770
1460620	1461480	-	metallophosphoesterase	ppeE	BSUA_RS07775
1461623	1462387	+	"2,4-dienoyl-CoA reductase"	fadH	BSUA_RS07780
1462688	1464418	+	DUF1906 domain-containing protein	ykuG	BSUA_RS07785
1464484	1465002	+	hypothetical protein		BSUA_RS07790
1465098	1465646	+	hypothetical protein		BSUA_RS07795
1465799	1467022	+	EAL domain-containing protein	ykuI	BSUA_RS07800
1467668	1467907	+	DUF1797 family protein	ykuJ	BSUA_RS07810
1468017	1468535	+	ribonuclease H-like YkuK family protein	ykuK	BSUA_RS07815
1468669	1468866	+	AbrB antirepressor AbbA	abbA	BSUA_RS07820
1469004	1469447	+	CBS domain-containing protein	ykuL	BSUA_RS07825
1469596	1470477	+	transcriptional regulator CcpC	ccpC	BSUA_RS07830
1470589	1471065	+	flavodoxin	fldN	BSUA_RS07835
1471055	1471948	+	hypothetical protein	ykuO	BSUA_RS07840
1471964	1472419	+	flavodoxin	fldP	BSUA_RS07845
1472524	1473234	+	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase"	dapD	BSUA_RS07850
1473304	1474428	+	N-acetyldiaminopimelate deacetylase	dapI	BSUA_RS07855
1474490	1474735	+	YkuS family protein	ykuS	BSUA_RS07860
1474772	1475575	-	small-conductance mechanosensitive channel protein MscT	mscT	BSUA_RS07865
1475812	1476354	+	biofilm-specific peroxidase AhpA	ahpA	BSUA_RS07870
1476426	1476872	+	thiol-disulfide oxidoreductase YkuV	ykuV	BSUA_RS07875
1477338	1477913	+	transcriptional regulator Rok	rok	BSUA_RS07880
1477954	1478919	-	sporulation protein cse15	sppO	BSUA_RS07885
1479056	1479655	+	molybdenum cofactor guanylyltransferase	mobA	BSUA_RS07890
1479706	1480725	+	molybdopterin-synthase adenylyltransferase MoeB	moeB	BSUA_RS07895
1480743	1482035	+	molybdopterin molybdotransferase MoeA	moeA	BSUA_RS07900
1481996	1482517	+	molybdopterin-guanine dinucleotide biosynthesis protein B	mobB	BSUA_RS07905
1482517	1482990	+	molybdenum cofactor biosynthesis protein MoaE	moaE	BSUA_RS07910
1482983	1483216	+	molybdopterin converting factor subunit 1	moaD	BSUA_RS07915
1483440	1485197	+	ABC transporter ATP-binding protein/permease	yknU	BSUA_RS07920
1485209	1487023	+	ABC transporter ATP-binding protein/permease	yknV	BSUA_RS07925
1487133	1487828	+	toxin SDP protection protein YknW	yknW	BSUA_RS07930
1487833	1488966	+	efflux RND transporter periplasmic adaptor subunit	skiX	BSUA_RS07935
1488967	1489659	+	ABC transporter ATP-binding protein YknY	yknY	BSUA_RS07940
1489656	1490849	+	sporulation-delaying-protein transporter subunit SkiZ	skiZ	BSUA_RS07945
1491129	1491884	+	DeoR/GlpR family DNA-binding transcription regulator	fruR	BSUA_RS07950
1491881	1492792	+	1-phosphofructokinase	pfkB	BSUA_RS07955
1492807	1494714	+	PTS fructose transporter subunit IIABC	fruA	BSUA_RS07960
1494859	1495440	+	signal peptidase I	lepB	BSUA_RS07965
1495474	1495743	-	hypothetical protein		BSUA_RS07970
1495924	1497546	+	ATP-binding cassette domain-containing protein	ykpA	BSUA_RS07975
1497603	1498514	+	ketopantoate reductase family protein		BSUA_RS07980
1498548	1499780	-	aminopeptidase	ampS	BSUA_RS07985
1499890	1500024	-	protein YkpC	ykpC	BSUA_RS07990
1500125	1501132	-	cell shape-determining protein MreBH	mreBH	BSUA_RS07995
1501416	1501694	+	transcriptional regulator AbhA	abhA	BSUA_RS08000
1501884	1503170	+	two-component sensor histidine kinase KinC	kinC	BSUA_RS08005
1503186	1504019	+	gamma-glutamylcyclotransferase	ykqA	BSUA_RS08010
1504082	1504747	+	Ktr system potassium transporter KtrC	ktrC	BSUA_RS08015
1504902	1506635	+	adenine deaminase	ade	BSUA_RS08020
1506669	1508336	-	ribonuclease J1	rnjA	BSUA_RS08025
1508342	1508551	-	RNA polymerase subunit omega 1	rnpZA	BSUA_RS08030
1508937	1509710	+	Cof-type HAD-IIB family hydrolase	ykrA	BSUA_RS08035
